Unnamed: 0,match_url,url_team1,url_team2,event_url,players_url_1,players_url_2,maps_url,date,total_maps,maps_played,score1,score2,h2h_wins1,h2h_wins2,rank1,rank2,10last_maps1_score_team1,10last_maps1_opponent_score_team1,10last_maps2_score_team1,10last_maps2_opponent_score_team1,10last_maps3_score_team1,10last_maps3_opponent_score_team1,10last_maps4_score_team1,10last_maps4_opponent_score_team1,10last_maps5_score_team1,10last_maps5_opponent_score_team1,10last_maps6_score_team1,10last_maps6_opponent_score_team1,10last_maps7_score_team1,10last_maps7_opponent_score_team1,10last_maps8_score_team1,10last_maps8_opponent_score_team1,10last_maps9_score_team1,10last_maps9_opponent_score_team1,10last_maps10_score_team1,10last_maps10_opponent_score_team1,10last_maps11_score_team1,10last_maps11_opponent_score_team1,10last_maps12_score_team1,10last_maps12_opponent_score_team1,10last_maps13_score_team1,10last_maps13_opponent_score_team1,10last_maps14_score_team1,10last_maps14_opponent_score_team1,10last_maps15_score_team1,10last_maps15_opponent_score_team1,10last_maps1_score_team2,10last_maps1_opponent_score_team2,10last_maps2_score_team2,10last_maps2_opponent_score_team2,10last_maps3_score_team2,10last_maps3_opponent_score_team2,10last_maps4_score_team2,10last_maps4_opponent_score_team2,10last_maps5_score_team2,10last_maps5_opponent_score_team2,10last_maps6_score_team2,10last_maps6_opponent_score_team2,10last_maps7_score_team2,10last_maps7_opponent_score_team2,10last_maps8_score_team2,10last_maps8_opponent_score_team2,10last_maps9_score_team2,10last_maps9_opponent_score_team2,10last_maps10_score_team2,10last_maps10_opponent_score_team2,10last_maps11_score_team2,10last_maps11_opponent_score_team2,10last_maps12_score_team2,10last_maps12_opponent_score_team2,10last_maps13_score_team2,10last_maps13_opponent_score_team2,10last_maps14_score_team2,10last_maps14_opponent_score_team2,10last_maps15_score_team2,10last_maps15_opponent_score_team2
0,/matches/2341901/endpoint-vs-forze-home-sweet-home-cup-7,/team/7234/endpoint,/team/8135/forze,/events/5351/home-sweet-home-cup-7,"['/player/8983/MiGHTYMAX', '/player/7700/robiin', '/player/7996/CRUC1AL', '/player/13018/Thomas', '/player/9019/Surreal']","['/player/8726/facecrack', '/player/13157/Jerry', '/player/12733/xsepower', '/player/11654/almazer', '/player/12732/FL1T']","['/stats/matches/mapstatsid/103759/forze-vs-endpoint', '/stats/matches/mapstatsid/103762/endpoint-vs-forze']",2020-06-07,3,2,2,0,2,1,World rank: #32,World rank: #25,19,17,10,16,16,12,16,11,16,7,16,11,2,16,16,11,9,16,9,16,4,16,8,16,16,7,16,10,7,16,16,8,8,16,16,3,16,9,28,26,9,16,3,16,11,16,16,3,13,16,12,16,16,11,25,21,16,19,9,16
1,/matches/2341909/ldlc-vs-giants-lootbet-season-7-closed-qualifier,/team/4674/ldlc,/team/4949/giants,/events/5360/lootbet-season-7-closed-qualifier,"['/player/9656/hAdji', '/player/147/SIXER', '/player/8047/Lambert', '/player/8374/bodyy', '/player/19926/afroo']","['/player/629/fox', '/player/10110/BLOODZ', '/player/14094/renatoohaxx', '/player/15885/pr', '/player/16102/NOPEEJ']","['/stats/matches/mapstatsid/103758/ldlc-vs-giants', '/stats/matches/mapstatsid/103761/ldlc-vs-giants']",2020-06-07,3,2,2,0,0,0,World rank: #78,World rank: #95,10,16,11,16,10,16,14,16,16,8,9,16,10,16,16,2,13,16,16,6,3,16,16,11,16,14,8,16,9,16,5,16,14,16,16,10,7,16,7,16,19,17,16,19,10,16,16,3,16,14,11,16,16,12,16,14,15,19,11,16
2,/matches/2341556/tyloo-vs-vici-dreamhack-masters-spring-2020-asia,/team/4863/tyloo,/team/7606/vici,/events/5287/dreamhack-masters-spring-2020-asia,"['/player/8605/somebody', '/player/7028/Summer', '/player/8552/Attacker', '/player/16207/DANK1NG', '/player/15683/SLOWLY']","['/player/8600/advent', '/player/8604/aumaN', '/player/8601/zhokiNg', '/player/8950/Kaze', '/player/19645/JamYoung']","['/stats/matches/mapstatsid/103745/vici-vs-tyloo', '/stats/matches/mapstatsid/103747/tyloo-vs-vici', '/stats/matches/mapstatsid/103753/vici-vs-tyloo', '/stats/matches/mapstatsid/103757/tyloo-vs-vici']",2020-06-07,5,4,3,2,38,25,World rank: #52,World rank: #67,16,7,6,16,16,6,16,13,16,7,10,16,9,16,16,12,15,19,7,16,16,9,16,9,16,4,11,16,10,16,16,14,16,12,7,16,16,6,6,16,16,10,16,11,20,22,16,13,11,16,9,16,4,16,16,11,16,10,16,8
3,/matches/2341711/mad-lions-vs-ence-blast-premier-spring-2020-europe-showdown,/team/8362/mad-lions,/team/4869/ence,/events/5205/blast-premier-spring-2020-europe-showdown,"['/player/10330/acoR', '/player/14148/sjuush', '/player/9612/Bubzkji', '/player/14419/roeJ', '/player/8151/AcilioN']","['/player/695/allu', '/player/4076/Aerial', '/player/11916/sergej', '/player/14087/Jamppi', '/player/5479/suNny']","['/stats/matches/mapstatsid/103749/mad-lions-vs-ence', '/stats/matches/mapstatsid/103754/ence-vs-mad-lions']",2020-06-07,3,2,0,2,2,0,World rank: #15,World rank: #21,15,15,16,5,16,7,16,10,16,10,16,5,9,16,14,16,13,16,7,16,16,11,16,13,16,13,13,16,16,5,16,9,16,6,16,13,15,15,16,14,15,15,17,19,11,16,9,16,6,16,16,14,16,12,16,5,22,20,11,16
4,/matches/2341908/hard4u-vs-navi-junior-lootbet-season-7-closed-qualifier,/team/10573/hard4u,/team/10371/navi-junior,/events/5360/lootbet-season-7-closed-qualifier,"['/player/11133/Koshak', '/player/17293/Porya', '/player/17119/reN', '/player/14917/hiji', '/player/12734/Heyz1ng']","['/player/16871/Gospadarov', '/player/18225/KAPACHO', '/player/18987/B1T', '/player/14175/Aunkere', '/player/17008/Topa']","['/stats/matches/mapstatsid/103746/hard4u-vs-navi-junior', '/stats/matches/mapstatsid/103751/hard4u-vs-navi-junior']",2020-06-07,3,2,2,0,0,0,"
Unranked
",World rank: #55,16,10,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,16,14,10,16,22,20,16,12,13,16,16,19,13,16,16,19,16,3,16,13,16,11,16,13,16,4,16,14
5,/matches/2341876/forbidden-vs-paradox-esea-mdl-season-34-australia,/team/10715/forbidden,/team/7983/paradox,/events/5264/esea-mdl-season-34-australia,"['/player/20041/combo', '/player/19905/Zym', '/player/19731/charizard', '/player/20039/rayn', '/player/19906/damyo']","['/player/9103/rbz', '/player/17402/bedonka', '/player/14505/ekul', '/player/19732/Versa', '/player/12875/dangeR']",['/stats/matches/mapstatsid/103750/paradox-vs-forbidden'],2020-06-07,1,1,3,16,0,0,World rank: #150,World rank: #122,7,16,6,16,16,13,6,16,3,16,5,16,16,13,5,16,10,16,0,0,0,0,0,0,0,0,0,0,0,0,16,6,11,16,16,14,14,16,16,13,9,16,3,16,7,16,13,16,16,13,16,14,9,16,12,16,10,16,16,5
6,/matches/2341560/renegades-vs-avant-dreamhack-masters-spring-2020-oceania,/team/6211/renegades,/team/5293/avant,/events/5288/dreamhack-masters-spring-2020-oceania,"['/player/9115/dexter', '/player/11485/malta', '/player/9102/Sico', '/player/11140/INS', '/player/11162/Hatz']","['/player/2007/ap0c', '/player/14294/HaZR', '/player/12591/sterling', '/player/8767/ofnu', '/player/12715/BL1TZ']","['/stats/matches/mapstatsid/103741/renegades-vs-avant', '/stats/matches/mapstatsid/103742/avant-vs-renegades', '/stats/matches/mapstatsid/103743/renegades-vs-avant', '/stats/matches/mapstatsid/103744/avant-vs-renegades']",2020-06-07,5,4,3,2,14,4,World rank: #39,World rank: #81,16,7,16,14,21,25,16,10,7,16,16,11,16,10,16,10,16,12,22,20,7,16,16,11,16,3,19,15,16,6,16,13,16,10,13,16,7,16,14,16,25,21,16,13,16,10,16,5,16,9,14,16,16,9,6,16,16,11,14,16
7,/matches/2341911/asterius-vs-neverest-liga-dell-5-may-20,/team/10678/asterius,/team/9941/neverest,/events/5352/liga-dell-5-may-20,"['/player/17130/TEKO', '/player/15298/kz1NNN', '/player/19973/roz', '/player/17132/Leomonster', '/player/17133/desh']","['/player/18875/RICIOLI', '/player/18877/phx', '/player/16774/GYZER', '/player/19972/ckzao', '/player/17225/vLa']","['/stats/matches/mapstatsid/103738/asterius-vs-neverest', '/stats/matches/mapstatsid/103740/neverest-vs-asterius']",2020-06-07,3,2,0,2,1,2,World rank: #184,World rank: #147,8,16,13,16,16,12,12,16,16,5,16,8,7,16,13,16,16,11,0,0,0,0,0,0,0,0,0,0,0,0,11,16,6,16,16,8,16,8,16,13,12,16,16,6,16,9,9,16,11,16,9,16,10,16,10,16,19,17,16,11
8,/matches/2341702/evil-geniuses-vs-mibr-blast-premier-spring-2020-americas-showdown,/team/10399/evil-geniuses,/team/9215/mibr,/events/5273/blast-premier-spring-2020-americas-showdown,"['/player/9136/Brehze', '/player/11219/CeRq', '/player/10671/Ethan', '/player/8523/tarik', '/player/8507/stanislaw']","['/player/2023/FalleN', '/player/8564/fer', '/player/9217/TACO', '/player/5736/kNgV-', '/player/11163/trk']","['/stats/matches/mapstatsid/103724/evil-geniuses-vs-mibr', '/stats/matches/mapstatsid/103735/mibr-vs-evil-geniuses', '/stats/matches/mapstatsid/103737/evil-geniuses-vs-mibr']",2020-06-06,3,3,1,2,9,3,World rank: #9,World rank: #18,15,15,16,14,16,12,19,17,16,6,2,16,13,16,16,6,8,16,12,16,16,13,13,16,14,16,17,19,16,6,16,9,16,8,12,16,15,15,15,15,16,13,11,16,11,16,16,10,16,12,12,16,11,16,10,16,14,16,16,5
9,/matches/2341907/gunrunners-vs-esuba-sazka-eleague-spring-2020,/team/4978/gunrunners,/team/5412/esuba,/events/5362/sazka-eleague-spring-2020,"['/player/19069/FORSYY', '/player/19815/Dytor', '/player/11412/twist', '/player/19352/xperrience', '/player/15438/LucasP']","['/player/14388/The%20eLiVe', '/player/13567/Blogg1s', '/player/15437/Levi', '/player/12809/luko', '/player/11260/NIO']","['/stats/matches/mapstatsid/103714/esuba-vs-gunrunners', '/stats/matches/mapstatsid/103718/gunrunners-vs-esuba', '/stats/matches/mapstatsid/103727/gunrunners-vs-esuba']",2020-06-06,3,3,1,2,0,0,"
Unranked
","
Unranked
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,/matches/2341900/smash-vs-forze-home-sweet-home-cup-7,/team/10315/smash,/team/8135/forze,/events/5351/home-sweet-home-cup-7,"['/player/10038/Sayf', '/player/15096/grux', '/player/2799/bubble', '/player/9256/disco%20doplan', '/player/16859/shokz']","['/player/8726/facecrack', '/player/13157/Jerry', '/player/12733/xsepower', '/player/11654/almazer', '/player/12732/FL1T']","['/stats/matches/mapstatsid/103721/smash-vs-forze', '/stats/matches/mapstatsid/103723/smash-vs-forze', '/stats/matches/mapstatsid/103726/smash-vs-forze']",2020-06-06,3,3,1,2,0,2,World rank: #45,World rank: #25,16,9,16,8,16,13,2,16,13,16,16,9,16,12,16,14,16,4,8,16,16,6,16,7,15,19,16,12,13,16,16,9,28,26,9,16,3,16,11,16,16,3,13,16,12,16,16,11,25,21,16,19,9,16,16,5,12,16,16,9
11,/matches/2341701/furia-vs-geng-blast-premier-spring-2020-americas-showdown,/team/8297/furia,/team/10514/geng,/events/5273/blast-premier-spring-2020-americas-showdown,"['/player/12553/yuurih', '/player/12521/arT', '/player/12822/VINI', '/player/15631/KSCERATO', '/player/8565/HEN1']","['/player/8521/daps', '/player/8735/autimatic', '/player/9056/koosta', '/player/14365/s0m', '/player/7131/BnTeT']","['/stats/matches/mapstatsid/103717/furia-vs-geng', '/stats/matches/mapstatsid/103722/geng-vs-furia']",2020-06-06,3,2,2,0,5,8,World rank: #8,World rank: #14,16,5,16,8,13,16,16,8,17,19,16,11,22,20,16,14,9,16,16,12,16,11,9,16,16,12,6,16,16,12,16,14,17,19,16,14,15,15,8,16,16,8,9,16,14,16,16,13,6,16,16,8,8,16,14,16,16,9,12,16
12,/matches/2341899/complexity-vs-gambit-youngsters-home-sweet-home-cup-7,/team/5005/complexity,/team/9976/gambit-youngsters,/events/5351/home-sweet-home-cup-7,"['/player/14614/oBo', '/player/7805/RUSH', '/player/15165/blameF', '/player/9078/k0nfig', '/player/12126/poizon']","['/player/15071/interz', '/player/16415/supra', '/player/16920/sh1ro', '/player/16921/nafany', '/player/16555/Ax1Le']","['/stats/matches/mapstatsid/103711/complexity-vs-gambit-youngsters', '/stats/matches/mapstatsid/103715/complexity-vs-gambit-youngsters', '/stats/matches/mapstatsid/103720/gambit-youngsters-vs-complexity']",2020-06-06,3,3,2,1,2,1,World rank: #17,World rank: #36,16,8,16,3,16,9,16,8,6,16,16,13,16,11,16,13,16,8,12,16,16,7,16,11,16,12,17,19,16,10,16,12,16,10,16,14,13,16,8,16,16,12,16,11,16,14,7,16,16,12,8,16,16,7,16,9,16,13,16,19
13,/matches/2341649/fwrd-vs-apologis-kayzr-league-spring-2020,/team/10738/fwrd,/team/10608/apologis,/events/5348/kayzr-league-spring-2020,"['/player/12296/Clash', '/player/11924/Bernard', '/player/17004/blackie', '/player/19066/eneshan', '/player/14123/Bowen']","['/player/18731/wasiNk', '/player/19740/AzeN', '/player/15118/SBT', '/player/15577/OKAYYY', '/player/7419/malikinovic']","['/stats/matches/mapstatsid/103698/apologis-vs-fwrd', '/stats/matches/mapstatsid/103705/apologis-vs-fwrd', '/stats/matches/mapstatsid/103709/apologis-vs-fwrd', '/stats/matches/mapstatsid/103713/fwrd-vs-apologis', '/stats/matches/mapstatsid/103716/apologis-vs-fwrd']",2020-06-06,5,5,2,3,0,0,World rank: #145,World rank: #144,11,16,16,9,13,16,16,6,16,13,13,16,16,2,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,16,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,/matches/2341906/sinners-vs-rams-sazka-eleague-spring-2020,/team/10577/sinners,/team/10743/rams,/events/5362/sazka-eleague-spring-2020,"['/player/11199/beastik', '/player/8488/ZEDKO', '/player/12810/SHOCK', '/player/13566/CaNNiE', '/player/15821/NEOFRAG']","['/player/14968/nelv1', '/player/16432/manguss', '/player/15635/PALM1', '/player/11307/pounh', '/player/9479/FliP1']","['/stats/matches/mapstatsid/103707/rams-vs-sinners', '/stats/matches/mapstatsid/103710/sinners-vs-rams']",2020-06-06,3,2,2,0,0,0,World rank: #100,World rank: #159,13,16,6,16,14,16,12,16,16,6,8,16,16,5,21,25,16,8,20,22,16,19,9,16,13,16,17,19,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,/matches/2341710/fnatic-vs-vitality-blast-premier-spring-2020-europe-showdown,/team/4991/fnatic,/team/9565/vitality,/events/5205/blast-premier-spring-2020-europe-showdown,"['/player/7528/KRIMZ', '/player/3849/JW', '/player/13666/Brollan', '/player/3055/flusha', '/player/11110/Golden']","['/player/11893/ZywOo', '/player/7169/RpK', '/player/7322/apEX', '/player/1225/shox', '/player/14176/misutaaa']","['/stats/matches/mapstatsid/103700/fnatic-vs-vitality', '/stats/matches/mapstatsid/103708/vitality-vs-fnatic']",2020-06-06,3,2,0,2,9,6,World rank: #3,World rank: #10,16,9,16,14,16,7,10,16,7,13,7,13,13,16,14,16,16,3,16,14,15,19,14,16,3,16,2,16,20,22,16,11,8,16,16,5,11,16,16,6,15,15,15,15,16,9,16,6,16,4,16,7,9,16,14,16,16,8,14,16
16,/matches/2341898/c0ntact-vs-og-home-sweet-home-cup-7,/team/10606/c0ntact,/team/10503/og,/events/5351/home-sweet-home-cup-7,"['/player/2476/emi', '/player/11283/ottoNd', '/player/11343/SHiPZ', '/player/12030/EspiranTo', '/player/4216/LETN1']","['/player/7168/NBK-', '/player/9031/valde', '/player/9816/Aleksib', '/player/10449/ISSAA', '/player/10981/mantuu']","['/stats/matches/mapstatsid/103701/c0ntact-vs-og', '/stats/matches/mapstatsid/103706/og-vs-c0ntact']",2020-06-06,3,2,2,0,0,0,World rank: #43,World rank: #22,16,8,16,10,16,5,16,14,13,16,17,19,8,16,16,6,4,16,16,14,14,16,15,19,9,16,6,16,11,16,16,3,16,11,16,8,10,13,13,11,13,15,13,7,13,7,10,16,8,16,16,11,16,12,20,22,16,11,6,16
17,/matches/2341555/vici-vs-beyond-dreamhack-masters-spring-2020-asia,/team/7606/vici,/team/8262/beyond,/events/5287/dreamhack-masters-spring-2020-asia,"['/player/8600/advent', '/player/8604/aumaN', '/player/8601/zhokiNg', '/player/8950/Kaze', '/player/19645/JamYoung']","['/player/10664/Olivia', '/player/12129/stk', '/player/10705/Kntz', '/player/10666/MAIROLLS', '/player/9289/qqGOD']","['/stats/matches/mapstatsid/103697/vici-vs-beyond', '/stats/matches/mapstatsid/103704/beyond-vs-vici']",2020-06-06,3,2,2,0,4,0,World rank: #67,World rank: #96,7,16,16,6,6,16,16,10,16,11,20,22,16,13,11,16,9,16,4,16,16,11,16,10,16,8,16,13,16,9,16,14,16,13,13,16,7,16,10,16,8,16,9,16,5,16,11,16,14,16,16,10,16,11,16,9,16,4,11,16
18,/matches/2341896/giants-vs-navi-junior-lootbet-season-7-closed-qualifier,/team/4949/giants,/team/10371/navi-junior,/events/5360/lootbet-season-7-closed-qualifier,"['/player/629/fox', '/player/10110/BLOODZ', '/player/14094/renatoohaxx', '/player/15885/pr', '/player/16102/NOPEEJ']","['/player/16871/Gospadarov', '/player/18225/KAPACHO', '/player/18987/B1T', '/player/14175/Aunkere', '/player/17008/Topa']","['/stats/matches/mapstatsid/103693/navi-junior-vs-giants', '/stats/matches/mapstatsid/103699/navi-junior-vs-giants', '/stats/matches/mapstatsid/103703/giants-vs-navi-junior']",2020-06-06,3,3,1,2,0,0,World rank: #95,World rank: #55,7,16,7,16,19,17,16,19,10,16,16,3,16,14,11,16,16,12,16,14,15,19,11,16,13,16,14,16,0,0,22,20,16,12,13,16,16,19,13,16,16,19,16,3,16,13,16,11,16,13,16,4,16,14,9,16,7,16,16,10
19,/matches/2341833/cr4zy-vs-nemiga-winners-league-season-4-europe,/team/10150/cr4zy,/team/7969/nemiga,/events/5335/winners-league-season-4-europe,"['/player/12244/Sergiz', '/player/16563/Psycho', '/player/18227/SENSEi', '/player/19733/DemQQ', '/player/18156/7oX1C']","['/player/11926/mds', '/player/13980/lollipop21k', '/player/12269/Jyo', '/player/13976/boX', '/player/13155/speed4k']",['/stats/matches/mapstatsid/103702/nemiga-vs-cr4zy'],2020-06-06,1,1,11,16,0,0,World rank: #80,World rank: #31,10,16,4,16,16,7,16,7,17,19,16,14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,12,16,16,12,16,14,16,12,19,17,16,10,22,20,6,16,13,16,16,12,16,10,12,16,18,22,16,10
20,/matches/2341834/singularity-vs-bpro-winners-league-season-4-europe,/team/6978/singularity,/team/6762/bpro,/events/5335/winners-league-season-4-europe,"['/player/17956/Jabbi', '/player/9895/mertz', '/player/11257/Celrate', '/player/3820/TOBIZ', '/player/12048/Remoy']","['/player/3183/spyleadeR', '/player/18697/Oxygen', '/player/10693/BrN', '/player/16192/SAIKY', '/player/20103/Krs7N']",None,2020-06-06,0,0,1,0,0,0,World rank: #103,World rank: #180,16,12,16,8,12,16,16,14,9,16,10,16,10,16,16,12,9,16,22,25,6,16,13,16,22,19,16,6,10,16,3,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,/matches/2341709/ence-vs-mousesports-blast-premier-spring-2020-europe-showdown,/team/4869/ence,/team/4494/mousesports,/events/5205/blast-premier-spring-2020-europe-showdown,"['/player/695/allu', '/player/4076/Aerial', '/player/11916/sergej', '/player/14087/Jamppi', '/player/5479/suNny']","['/player/2730/chrisJ', '/player/11816/ropz', '/player/8574/woxic', '/player/429/karrigan', '/player/9960/frozen']","['/stats/matches/mapstatsid/103691/ence-vs-mousesports', '/stats/matches/mapstatsid/103696/ence-vs-mousesports']",2020-06-06,3,2,2,0,2,3,World rank: #21,World rank: #5,16,13,15,15,16,14,15,15,17,19,11,16,9,16,6,16,16,14,16,12,16,5,22,20,11,16,16,12,17,19,16,5,19,16,14,16,15,15,14,16,16,10,12,15,13,10,13,11,3,13,11,13,13,10,11,13,15,13,10,16
22,/matches/2341897/budapest-five-vs-endpoint-home-sweet-home-cup-7,/team/9802/budapest-five,/team/7234/endpoint,/events/5351/home-sweet-home-cup-7,"['/player/14202/coolio', '/player/8733/bodito', '/player/18072/torzsi', '/player/16495/kory', '/player/5440/flashie']","['/player/8983/MiGHTYMAX', '/player/7700/robiin', '/player/7996/CRUC1AL', '/player/13018/Thomas', '/player/9019/Surreal']","['/stats/matches/mapstatsid/103686/endpoint-vs-budapest-five', '/stats/matches/mapstatsid/103690/endpoint-vs-budapest-five', '/stats/matches/mapstatsid/103694/budapest-five-vs-endpoint']",2020-06-06,3,3,1,2,1,4,World rank: #65,World rank: #32,16,13,16,8,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,16,7,16,11,2,16,16,11,9,16,9,16,4,16,8,16,16,7,16,10,7,16,11,16,16,6,16,13
23,/matches/2341559/avant-vs-order-dreamhack-masters-spring-2020-oceania,/team/5293/avant,/team/8668/order,/events/5288/dreamhack-masters-spring-2020-oceania,"['/player/2007/ap0c', '/player/14294/HaZR', '/player/12591/sterling', '/player/8767/ofnu', '/player/12715/BL1TZ']","['/player/11139/aliStair', '/player/16323/Valiance', '/player/8771/USTILO', '/player/8745/Rickeh', '/player/12593/J1rah']","['/stats/matches/mapstatsid/103685/order-vs-avant', '/stats/matches/mapstatsid/103688/avant-vs-order', '/stats/matches/mapstatsid/103692/order-vs-avant']",2020-06-06,3,3,2,1,14,16,World rank: #81,World rank: #68,7,16,14,16,25,21,16,13,16,10,16,5,16,9,14,16,16,9,6,16,16,11,14,16,16,9,16,2,16,3,16,13,16,8,13,16,10,16,16,6,16,6,16,7,16,7,11,16,16,11,16,4,19,16,16,2,16,7,16,11
24,/matches/2341895/hard4u-vs-ldlc-lootbet-season-7-closed-qualifier,/team/10573/hard4u,/team/4674/ldlc,/events/5360/lootbet-season-7-closed-qualifier,"['/player/11133/Koshak', '/player/17293/Porya', '/player/17119/reN', '/player/14917/hiji', '/player/12734/Heyz1ng']","['/player/9656/hAdji', '/player/147/SIXER', '/player/8047/Lambert', '/player/8374/bodyy', '/player/19926/afroo']","['/stats/matches/mapstatsid/103687/hard4u-vs-ldlc', '/stats/matches/mapstatsid/103689/hard4u-vs-ldlc']",2020-06-06,3,2,2,0,0,0,"
Unranked
",World rank: #78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,14,16,16,8,9,16,10,16,16,2,13,16,16,6,3,16,16,11,16,14,8,16,9,16,12,16,16,12
25,/matches/2341699/mibr-vs-cloud9-blast-premier-spring-2020-americas-showdown,/team/9215/mibr,/team/5752/cloud9,/events/5273/blast-premier-spring-2020-americas-showdown,"['/player/2023/FalleN', '/player/8564/fer', '/player/9217/TACO', '/player/5736/kNgV-', '/player/11163/trk']","['/player/11630/JT', '/player/13230/motm', '/player/12713/floppy', '/player/13249/oSee', '/player/8711/Sonic']","['/stats/matches/mapstatsid/103682/mibr-vs-cloud9', '/stats/matches/mapstatsid/103683/cloud9-vs-mibr', '/stats/matches/mapstatsid/103684/cloud9-vs-mibr']",2020-06-05,3,3,2,1,4,4,World rank: #18,World rank: #16,15,15,15,15,16,13,11,16,11,16,16,10,16,12,12,16,11,16,10,16,14,16,16,5,18,22,16,13,16,7,16,14,14,16,13,16,16,9,16,14,3,16,16,19,16,12,13,16,16,13,16,13,16,12,5,16,6,16,16,13
26,/matches/2341784/boom-vs-redemption-poa-cbcs-the-rising-2020,/team/7733/boom,/team/9902/redemption-poa,/events/5303/cbcs-the-rising-2020,"['/player/10566/chelo', '/player/10560/yel', '/player/11739/shz', '/player/8568/boltz', '/player/9219/felps']","['/player/16645/drg', '/player/11922/ALLE', '/player/16831/w1', '/player/10828/dok', '/player/2544/remix']","['/stats/matches/mapstatsid/103679/boom-vs-redemption-poa', '/stats/matches/mapstatsid/103681/redemption-poa-vs-boom']",2020-06-05,3,2,2,0,0,0,World rank: #53,World rank: #135,16,10,16,13,22,19,16,6,16,14,16,9,16,3,16,2,19,16,7,16,16,9,19,17,16,4,16,9,16,1,16,13,22,20,4,16,16,12,16,12,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,/matches/2341697/geng-vs-triumph-blast-premier-spring-2020-americas-showdown,/team/10514/geng,/team/10304/triumph,/events/5273/blast-premier-spring-2020-americas-showdown,"['/player/8521/daps', '/player/8735/autimatic', '/player/9056/koosta', '/player/14365/s0m', '/player/7131/BnTeT']","['/player/13589/Spongey', '/player/14203/Shakezullah', '/player/13578/Grim', '/player/17368/curry', '/player/14494/Junior']","['/stats/matches/mapstatsid/103674/triumph-vs-geng', '/stats/matches/mapstatsid/103677/geng-vs-triumph', '/stats/matches/mapstatsid/103680/triumph-vs-geng']",2020-06-05,3,3,2,1,2,1,World rank: #14,World rank: #49,15,15,8,16,16,8,9,16,14,16,16,13,6,16,16,8,8,16,14,16,16,9,12,16,16,6,16,6,13,16,15,15,16,2,15,15,16,13,16,12,16,12,6,16,14,16,10,16,10,16,8,16,16,10,1,16,16,14,9,16
28,/matches/2341894/havu-vs-endpoint-home-sweet-home-cup-7,/team/7865/havu,/team/7234/endpoint,/events/5351/home-sweet-home-cup-7,"['/player/9271/sLowi', '/player/8576/ZOREE', '/player/9819/doto', '/player/13396/hoody', '/player/7821/sAw']","['/player/8983/MiGHTYMAX', '/player/7700/robiin', '/player/7996/CRUC1AL', '/player/13018/Thomas', '/player/9019/Surreal']","['/stats/matches/mapstatsid/103675/havu-vs-endpoint', '/stats/matches/mapstatsid/103676/havu-vs-endpoint']",2020-06-05,3,2,0,2,14,4,World rank: #33,World rank: #32,13,16,19,16,2,16,8,16,14,16,16,14,16,3,16,14,17,19,16,3,16,14,16,7,16,11,12,16,16,19,9,16,4,16,8,16,16,7,16,10,7,16,11,16,16,6,16,13,7,16,16,4,10,16,16,14,3,16,14,16
29,/matches/2341832/fate-vs-espada-winners-league-season-4-europe,/team/9863/fate,/team/8669/espada,/events/5335/winners-league-season-4-europe,"['/player/8917/niki1', '/player/16410/Duplicate', '/player/13464/mar', '/player/20097/harn', '/player/13992/Zix']","['/player/17305/FinigaN', '/player/9081/S0tF1k', '/player/17306/degster', '/player/8125/Dima', '/player/19673/Patsi']",['/stats/matches/mapstatsid/103673/fate-vs-espada'],2020-06-05,1,1,11,16,2,0,World rank: #48,World rank: #44,8,16,10,16,9,16,8,16,16,6,16,10,11,16,14,16,16,8,16,7,16,14,16,10,16,8,16,8,16,7,16,13,19,16,16,4,16,5,3,16,13,16,14,16,9,16,12,16,16,10,14,16,16,9,16,10,16,3,16,11
