,match_url
1059,/matches/2340958/red-canids-vs-imperial-esl-one-road-to-rio-south-america
1060,/matches/2340828/dignitas-vs-nip-esl-one-road-to-rio-europe
1061,/matches/2340854/copenhagen-flames-vs-c0ntact-esl-one-road-to-rio-europe
1062,/matches/2340855/mousesports-vs-movistar-riders-esl-one-road-to-rio-europe
1063,/matches/2340687/hard-legion-vs-nemiga-lootbet-season-6
1064,/matches/2340903/furia-vs-envy-esl-one-road-to-rio-north-america
1065,/matches/2340902/liquid-vs-bad-news-bears-esl-one-road-to-rio-north-america
1066,/matches/2340904/yeah-vs-mibr-esl-one-road-to-rio-north-america
1067,/matches/2340955/red-canids-vs-isurus-esl-one-road-to-rio-south-america
1068,/matches/2340853/godsent-vs-g2-esl-one-road-to-rio-europe
1069,/matches/2340956/boom-vs-imperial-esl-one-road-to-rio-south-america
1070,/matches/2340686/skade-vs-nordavind-lootbet-season-6
1071,/matches/2340827/dignitas-vs-heretics-esl-one-road-to-rio-europe
1072,/matches/2340852/faze-vs-north-esl-one-road-to-rio-europe
1073,/matches/2340685/espada-vs-endpoint-lootbet-season-6
1074,/matches/2339247/keyd-vs-detona-clutch-season-2
1075,/matches/2339244/soberano-vs-alma-clutch-season-2
1076,/matches/2340888/triumph-vs-cloud9-esl-one-road-to-rio-north-america
1077,/matches/2340891/geng-vs-100-thieves-esl-one-road-to-rio-north-america
1078,/matches/2340892/evil-geniuses-vs-orgless-esl-one-road-to-rio-north-america
1079,/matches/2340826/vitality-vs-nip-esl-one-road-to-rio-europe
1080,/matches/2340953/boom-vs-red-canids-esl-one-road-to-rio-south-america
1081,/matches/2340954/isurus-vs-imperial-esl-one-road-to-rio-south-america
1082,/matches/2340824/complexity-vs-astralis-esl-one-road-to-rio-europe
1083,/matches/2340825/ence-vs-fnatic-esl-one-road-to-rio-europe
1084,/matches/2340684/illuminar-vs-endpoint-lootbet-season-6
1085,/matches/2340683/pro100-vs-espada-lootbet-season-6
1086,/matches/2340682/secret-vs-hard-legion-lootbet-season-6
1087,/matches/2340681/nemiga-vs-japaleno-lootbet-season-6
1088,/matches/2339245/w7m-vs-isurus-clutch-season-2
1089,/matches/2341009/envy-vs-bad-news-bears-dreamhack-masters-spring-2020-north-america-closed-qualifier
1090,/matches/2339246/bravos-vs-red-canids-clutch-season-2
1091,/matches/2341005/spirit-vs-forze-dreamhack-masters-spring-2020-europe-closed-qualifier
1092,/matches/2340680/heretics-vs-skade-lootbet-season-6
1093,/matches/2341002/zigma-vs-beyond-dreamhack-masters-spring-2020-asia-closed-qualifier
1094,/matches/2341001/chiefs-vs-rooster-dreamhack-masters-spring-2020-oceania-closed-qualifier
1095,/matches/2340679/gambit-youngsters-vs-nordavind-lootbet-season-6
1096,/matches/2341008/neverest-vs-noorg-liga-dell-4-apr-20
1097,/matches/2341007/bad-news-bears-vs-swole-patrol-dreamhack-masters-spring-2020-north-america-closed-qualifier
1098,/matches/2340998/cloud9-vs-envy-dreamhack-masters-spring-2020-north-america-closed-qualifier
1099,/matches/2341006/neverest-vs-asterius-liga-dell-4-apr-20
1100,/matches/2340999/swole-patrol-vs-triumph-dreamhack-masters-spring-2020-north-america-closed-qualifier
1101,/matches/2341000/bad-news-bears-vs-recon-5-dreamhack-masters-spring-2020-north-america-closed-qualifier
1102,/matches/2341004/forze-vs-og-dreamhack-masters-spring-2020-europe-closed-qualifier
1103,/matches/2340384/mibr-vs-mad-lions-flashpoint-1
1104,/matches/2340991/big-vs-smash-home-sweet-home-cup-2
1105,/matches/2341003/unique-vs-ztayhome-dell-gaming-cup-2
1106,/matches/2340989/avez-vs-og-dreamhack-masters-spring-2020-europe-closed-qualifier
1107,/matches/2340997/neverest-vs-sws-liga-dell-4-apr-20
1108,/matches/2340992/spirit-vs-godsent-dreamhack-masters-spring-2020-europe-closed-qualifier
1109,/matches/2340988/virtuspro-vs-forze-dreamhack-masters-spring-2020-europe-closed-qualifier
1110,/matches/2340990/smash-vs-syman-home-sweet-home-cup-2
1111,/matches/2340983/jigadood-vs-beyond-dreamhack-masters-spring-2020-asia-closed-qualifier
1112,/matches/2340981/copenhagen-flames-vs-big-home-sweet-home-cup-2
1113,/matches/2340979/ground-zero-vs-rooster-dreamhack-masters-spring-2020-oceania-closed-qualifier
1114,/matches/2340982/lucid-dream-vs-zigma-dreamhack-masters-spring-2020-asia-closed-qualifier
1115,/matches/2340978/avant-vs-chiefs-dreamhack-masters-spring-2020-oceania-closed-qualifier
1116,/matches/2340994/swole-patrol-vs-envy-dreamhack-masters-spring-2020-north-america-closed-qualifier
1117,/matches/2340995/new-england-whalers-vs-triumph-dreamhack-masters-spring-2020-north-america-closed-qualifier
1118,/matches/2340993/cloud9-vs-bad-news-bears-dreamhack-masters-spring-2020-north-america-closed-qualifier
1119,/matches/2340996/monstars-vs-recon-5-dreamhack-masters-spring-2020-north-america-closed-qualifier
1120,/matches/2340975/bad-news-bears-vs-triumph-dreamhack-masters-spring-2020-north-america-closed-qualifier
1121,/matches/2340976/envy-vs-recon-5-dreamhack-masters-spring-2020-north-america-closed-qualifier
1122,/matches/2340974/cloud9-vs-new-england-whalers-dreamhack-masters-spring-2020-north-america-closed-qualifier
1123,/matches/2340977/swole-patrol-vs-monstars-dreamhack-masters-spring-2020-north-america-closed-qualifier
1124,/matches/2340985/forze-vs-godsent-dreamhack-masters-spring-2020-europe-closed-qualifier
1125,/matches/2340984/og-vs-spirit-dreamhack-masters-spring-2020-europe-closed-qualifier
1126,/matches/2340972/syman-vs-endpoint-home-sweet-home-cup-2
1127,/matches/2340383/havu-vs-mad-lions-flashpoint-1
1128,/matches/2340987/ldlc-vs-avez-dreamhack-masters-spring-2020-europe-closed-qualifier
1129,/matches/2340986/fate-vs-virtuspro-dreamhack-masters-spring-2020-europe-closed-qualifier
1130,/matches/2340966/virtuspro-vs-spirit-dreamhack-masters-spring-2020-europe-closed-qualifier
1131,/matches/2340968/godsent-vs-avez-dreamhack-masters-spring-2020-europe-closed-qualifier
1132,/matches/2340965/og-vs-fate-dreamhack-masters-spring-2020-europe-closed-qualifier
1133,/matches/2340971/forze-vs-smash-home-sweet-home-cup-2
1134,/matches/2340821/beyond-vs-zigma-dreamhack-masters-spring-2020-asia-closed-qualifier
1135,/matches/2340970/nordavind-vs-big-home-sweet-home-cup-2
1136,/matches/2340967/forze-vs-ldlc-dreamhack-masters-spring-2020-europe-closed-qualifier
1137,/matches/2340823/chiefs-vs-rooster-dreamhack-masters-spring-2020-oceania-closed-qualifier
1138,/matches/2340969/spirit-vs-copenhagen-flames-home-sweet-home-cup-2
1139,/matches/2340820/lucid-dream-vs-jigadood-dreamhack-masters-spring-2020-asia-closed-qualifier
1140,/matches/2340822/avant-vs-ground-zero-dreamhack-masters-spring-2020-oceania-closed-qualifier
1141,/matches/2340814/pdhm-vs-monstars-dreamhack-masters-spring-2020-north-america-open-qualifier
1142,/matches/2340973/asterius-vs-noorg-liga-dell-4-apr-20
1143,/matches/2340816/recon-5-vs-blood-sweat-and-tears-dreamhack-masters-spring-2020-north-america-open-qualifier
1144,/matches/2340813/triumph-vs-ethereal-dreamhack-masters-spring-2020-north-america-open-qualifier
1145,/matches/2340815/new-england-whalers-vs-orion-dreamhack-masters-spring-2020-north-america-open-qualifier
1146,/matches/2340819/copenhagen-flames-vs-skade-home-sweet-home-cup-2
1147,/matches/2340818/gambit-youngsters-vs-skade-home-sweet-home-cup-2
1148,/matches/2340785/pain-vs-imperial-esl-one-road-to-rio-south-america-play-in
1149,/matches/2340808/dignitas-vs-ldlc-dreamhack-masters-spring-2020-europe-open-qualifier
1150,/matches/2340811/espada-vs-fate-dreamhack-masters-spring-2020-europe-open-qualifier
1151,/matches/2340810/saw-vs-avez-dreamhack-masters-spring-2020-europe-open-qualifier
1152,/matches/2340812/spirit-vs-agf-dreamhack-masters-spring-2020-europe-open-qualifier
1153,/matches/2340787/beyond-vs-jijiehao-esl-one-road-to-rio-asia-play-in
1154,/matches/2340817/copenhagen-flames-vs-endpoint-home-sweet-home-cup-2
1155,/matches/2340796/heartless-vs-ground-zero-dreamhack-masters-spring-2020-oceania-open-qualifier
1156,/matches/2340797/zigma-vs-tiger-dreamhack-masters-spring-2020-asia-open-qualifier
1157,/matches/2340795/rooster-vs-i-sleep-dreamhack-masters-spring-2020-oceania-open-qualifier
1158,/matches/2340798/jigadood-vs-w2c-dreamhack-masters-spring-2020-asia-open-qualifier
1159,/matches/2340754/skade-vs-endpoint-home-sweet-home-cup-2
1160,/matches/2340753/gambit-youngsters-vs-copenhagen-flames-home-sweet-home-cup-2
1161,/matches/2340789/beyond-vs-d13-esl-one-road-to-rio-asia-play-in
1162,/matches/2340809/avez-vs-movistar-riders-dreamhack-masters-spring-2020-europe-open-qualifier
1163,/matches/2340806/heretics-vs-agf-dreamhack-masters-spring-2020-europe-open-qualifier
1164,/matches/2340805/ldlc-vs-trvpremeslo-dreamhack-masters-spring-2020-europe-open-qualifier
1165,/matches/2340804/fate-vs-wisla-krakow-dreamhack-masters-spring-2020-europe-open-qualifier
1166,/matches/2340807/100pinggods-vs-spirit-dreamhack-masters-spring-2020-europe-open-qualifier
1167,/matches/2340801/illuminar-vs-espada-dreamhack-masters-spring-2020-europe-open-qualifier
1168,/matches/2340803/dignitas-vs-syman-dreamhack-masters-spring-2020-europe-open-qualifier
1169,/matches/2340794/big-vs-ago-home-sweet-home-cup-2
1170,/matches/2340800/saw-vs-trepunktnoll-dreamhack-masters-spring-2020-europe-open-qualifier
1171,/matches/2340783/pro100-vs-1win-esl-one-road-to-rio-cis-play-in
1172,/matches/2340793/ago-vs-singularity-home-sweet-home-cup-2
1173,/matches/2340786/jijiehao-vs-d13-esl-one-road-to-rio-asia-play-in
1174,/matches/2340792/smash-vs-big-home-sweet-home-cup-2
1175,/matches/2340678/espada-vs-smash-lootbet-season-6
1176,/matches/2340782/nemiga-vs-1win-esl-one-road-to-rio-cis-play-in
1177,/matches/2340752/big-vs-singularity-home-sweet-home-cup-2
1178,/matches/2340671/winstrike-vs-skade-lootbet-season-6
1179,/matches/2340751/ago-vs-smash-home-sweet-home-cup-2
1180,/matches/2340731/rooster-vs-vertex-lpl-pro-league-season-4
1181,/matches/2339243/soberano-vs-keyd-clutch-season-2
1182,/matches/2339242/red-canids-vs-w7m-clutch-season-2
1183,/matches/2340788/forze-vs-sprout-home-sweet-home-cup-2
1184,/matches/2340778/ambush-vs-fate-esea-mdl-season-33-europe-relegation
1185,/matches/2340779/endpoint-vs-apeks-esea-mdl-season-33-europe-relegation
1186,/matches/2340781/sprout-vs-japaleno-home-sweet-home-cup-2
1187,/matches/2340780/forze-vs-nordavind-home-sweet-home-cup-2
1188,/matches/2340676/secret-vs-illuminar-lootbet-season-6
1189,/matches/2340772/zigma-vs-invictus-play-from-home
1190,/matches/2340750/japaleno-vs-nordavind-home-sweet-home-cup-2
1191,/matches/2340675/gambit-youngsters-vs-endpoint-lootbet-season-6
1192,/matches/2340749/sprout-vs-forze-home-sweet-home-cup-2
1193,/matches/2340771/invictus-vs-btrg-play-from-home
1194,/matches/2340777/salamander-vs-apeks-esea-mdl-season-33-europe-relegation
1195,/matches/2340381/mad-lions-vs-mibr-flashpoint-1
1196,/matches/2340776/fate-vs-prima-esea-mdl-season-33-europe-relegation
1197,/matches/2340775/syman-vs-spirit-home-sweet-home-cup-2
1198,/matches/2340768/ambush-vs-skade-esea-mdl-season-33-europe-relegation
1199,/matches/2340765/endpoint-vs-wisla-krakow-esea-mdl-season-33-europe-relegation
1200,/matches/2340382/havu-vs-cloud9-flashpoint-1
1201,/matches/2340769/reason-vs-apeks-esea-mdl-season-33-europe-relegation
1202,/matches/2340770/unique-vs-salamander-esea-mdl-season-33-europe-relegation
1203,/matches/2340766/prima-vs-turkey5-esea-mdl-season-33-europe-relegation
1204,/matches/2340767/vexed-vs-fate-esea-mdl-season-33-europe-relegation
1205,/matches/2340674/nordavind-vs-japaleno-lootbet-season-6
1206,/matches/2340774/movistar-riders-vs-spirit-home-sweet-home-cup-2
1207,/matches/2340773/syman-vs-virtuspro-home-sweet-home-cup-2
1208,/matches/2340673/nemiga-vs-hard-legion-lootbet-season-6
1209,/matches/2340748/virtuspro-vs-spirit-home-sweet-home-cup-2
1210,/matches/2340747/movistar-riders-vs-syman-home-sweet-home-cup-2
1211,/matches/2340756/invictus-vs-zigma-play-from-home
1212,/matches/2339241/alma-vs-bravos-clutch-season-2
1213,/matches/2340380/orgless-vs-cloud9-flashpoint-1
1214,/matches/2340762/salamander-vs-skade-esea-mdl-season-33-europe-relegation
1215,/matches/2339240/isurus-vs-detona-clutch-season-2
1216,/matches/2340763/ttc-vs-fate-esea-mdl-season-33-europe-relegation
1217,/matches/2340760/apeks-vs-thedice-esea-mdl-season-33-europe-relegation
1218,/matches/2340755/reason-vs-ambush-esea-mdl-season-33-europe-relegation
1219,/matches/2340758/prima-vs-wisla-krakow-esea-mdl-season-33-europe-relegation
1220,/matches/2340759/endpoint-vs-vexed-esea-mdl-season-33-europe-relegation
1221,/matches/2340761/offset-vs-unique-esea-mdl-season-33-europe-relegation
1222,/matches/2340379/geng-vs-havu-flashpoint-1
1223,/matches/2340720/skade-vs-fate-esea-mdl-season-33-europe-relegation
1224,/matches/2340719/ambush-vs-turkey5-esea-mdl-season-33-europe-relegation
1225,/matches/2340721/salamander-vs-ttc-esea-mdl-season-33-europe-relegation
1226,/matches/2340723/vexed-vs-unique-esea-mdl-season-33-europe-relegation
1227,/matches/2340725/wisla-krakow-vs-thedice-esea-mdl-season-33-europe-relegation
1228,/matches/2340722/endpoint-vs-offset-esea-mdl-season-33-europe-relegation
1229,/matches/2340672/sprout-vs-heretics-lootbet-season-6
1230,/matches/2340757/tiger-vs-btrg-play-from-home
1231,/matches/2340745/zigma-vs-btrg-play-from-home
1232,/matches/2340718/illuminar-vs-reason-esea-mdl-season-33-europe-relegation
1233,/matches/2340677/pro100-vs-ago-lootbet-season-6
1234,/matches/2340744/invictus-vs-tiger-play-from-home
1235,/matches/2340657/liquid-vs-evil-geniuses-esl-pro-league-season-11-north-america
1236,/matches/2340378/havu-vs-mibr-flashpoint-1
1237,/matches/2340746/big-vs-spirit-home-sweet-home-cup
1238,/matches/2340659/fnatic-vs-mousesports-esl-pro-league-season-11-europe
1239,/matches/2340377/mad-lions-vs-cloud9-flashpoint-1
1240,/matches/2340724/prima-vs-apeks-esea-mdl-season-33-europe-relegation
1241,/matches/2340743/north-vs-spirit-home-sweet-home-cup
1242,/matches/2340670/smash-vs-illuminar-lootbet-season-6
1243,/matches/2340741/big-vs-sprout-home-sweet-home-cup
1244,/matches/2340742/movistar-riders-vs-heretics-cyberbet-cup
1245,/matches/2340669/espada-vs-hard-legion-lootbet-season-6
1246,/matches/2340656/furia-vs-evil-geniuses-esl-pro-league-season-11-north-america
1247,/matches/2340738/spirit-vs-forze-home-sweet-home-cup
1248,/matches/2340376/chaos-vs-orgless-flashpoint-1
1249,/matches/2340658/astralis-vs-mousesports-esl-pro-league-season-11-europe
1250,/matches/2340375/funplus-phoenix-vs-geng-flashpoint-1
1251,/matches/2340737/endpoint-vs-north-home-sweet-home-cup
1252,/matches/2340668/pro100-vs-nemiga-lootbet-season-6
1253,/matches/2340739/heretics-vs-navi-junior-cyberbet-cup
1254,/matches/2340736/skade-vs-sprout-home-sweet-home-cup
1255,/matches/2340667/ago-vs-nordavind-lootbet-season-6
1256,/matches/2340740/movistar-riders-vs-syman-cyberbet-cup
1257,/matches/2340735/big-vs-virtuspro-home-sweet-home-cup
1258,/matches/2340730/nordavind-vs-syman-cyberbet-cup
1259,/matches/2340374/mibr-vs-orgless-flashpoint-1
1260,/matches/2340655/liquid-vs-evil-geniuses-esl-pro-league-season-11-north-america
1261,/matches/2340734/gambit-youngsters-vs-virtuspro-home-sweet-home-cup
1262,/matches/2340373/havu-vs-chaos-flashpoint-1
1263,/matches/2340733/virtuspro-vs-nordavind-home-sweet-home-cup
1264,/matches/2340729/navi-junior-vs-hard-legion-cyberbet-cup
1265,/matches/2340666/secret-vs-winstrike-lootbet-season-6
1266,/matches/2340732/gambit-youngsters-vs-forze-home-sweet-home-cup
1267,/matches/2340665/japaleno-vs-sprout-lootbet-season-6
1268,/matches/2340626/forze-vs-nordavind-home-sweet-home-cup
1269,/matches/2340625/virtuspro-vs-gambit-youngsters-home-sweet-home-cup
1270,/matches/2340716/blood-sweat-and-tears-vs-thunder-logic-esea-mdl-season-33-north-america-relegation
1271,/matches/2340717/aa-vs-trivium-esea-mdl-season-33-north-america-relegation
1272,/matches/2340372/cloud9-vs-geng-flashpoint-1
1273,/matches/2340654/furia-vs-mibr-esl-pro-league-season-11-north-america
1274,/matches/2340728/japaleno-vs-sprout-home-sweet-home-cup
1275,/matches/2340700/kingzzz-vs-casa-de-papel-swisscom-hero-league-season-3
1276,/matches/2340371/mad-lions-vs-funplus-phoenix-flashpoint-1
1277,/matches/2340651/natus-vincere-vs-fnatic-esl-pro-league-season-11-europe
1278,/matches/2340650/faze-vs-og-esl-pro-league-season-11-europe
1279,/matches/2340727/sprout-vs-movistar-riders-home-sweet-home-cup
1280,/matches/2340652/astralis-vs-mousesports-esl-pro-league-season-11-europe
1281,/matches/2340710/smash-vs-nordavind-cyberbet-cup
1282,/matches/2340726/japaleno-vs-north-home-sweet-home-cup
1283,/matches/2340664/skade-vs-endpoint-lootbet-season-6
1284,/matches/2340709/syman-vs-heretics-cyberbet-cup
1285,/matches/2340663/gambit-youngsters-vs-heretics-lootbet-season-6
1286,/matches/2340624/north-vs-sprout-home-sweet-home-cup
1287,/matches/2340696/vertex-vs-i-sleep-lpl-pro-league-season-4
1288,/matches/2340623/movistar-riders-vs-japaleno-home-sweet-home-cup
1289,/matches/2340715/trivium-vs-serac-esea-mdl-season-33-north-america-relegation
1290,/matches/2340712/faint-vs-blood-sweat-and-tears-esea-mdl-season-33-north-america-relegation
1291,/matches/2340714/thunder-logic-vs-in-the-lab-esea-mdl-season-33-north-america-relegation
1292,/matches/2340713/aa-vs-rebel-esea-mdl-season-33-north-america-relegation
1293,/matches/2340702/infinity-vs-serac-esea-mdl-season-33-north-america-relegation
1294,/matches/2340703/oceanus-vs-in-the-lab-esea-mdl-season-33-north-america-relegation
1295,/matches/2340706/new-england-whalers-vs-blood-sweat-and-tears-esea-mdl-season-33-north-america-relegation
1296,/matches/2340701/aa-vs-ethereal-esea-mdl-season-33-north-america-relegation
1297,/matches/2340649/astralis-vs-og-esl-pro-league-season-11-europe
1298,/matches/2340711/ago-vs-endpoint-home-sweet-home-cup
1299,/matches/2340648/faze-vs-natus-vincere-esl-pro-league-season-11-europe
1300,/matches/2340708/singularity-vs-endpoint-home-sweet-home-cup
1301,/matches/2340707/skade-vs-ago-home-sweet-home-cup
1302,/matches/2340662/hard-legion-vs-japaleno-lootbet-season-6
1303,/matches/2340615/syman-vs-smash-cyberbet-cup
1304,/matches/2340647/mousesports-vs-fnatic-esl-pro-league-season-11-europe
1305,/matches/2340622/ago-vs-endpoint-home-sweet-home-cup
1306,/matches/2340661/espada-vs-winstrike-lootbet-season-6
1307,/matches/2340616/nordavind-vs-heretics-cyberbet-cup
1308,/matches/2340621/singularity-vs-skade-home-sweet-home-cup
1309,/matches/2340694/blood-sweat-and-tears-vs-rebel-esea-mdl-season-33-north-america-relegation
1310,/matches/2340693/in-the-lab-vs-trivium-esea-mdl-season-33-north-america-relegation
1311,/matches/2340695/thunder-logic-vs-serac-esea-mdl-season-33-north-america-relegation
1312,/matches/2340692/faint-vs-ethereal-esea-mdl-season-33-north-america-relegation
1313,/matches/2340646/faze-vs-astralis-esl-pro-league-season-11-europe
1314,/matches/2340699/smash-vs-spirit-home-sweet-home-cup
1315,/matches/2340611/casa-de-papel-vs-myinsanity-swisscom-hero-league-season-3
1316,/matches/2340691/movistar-riders-vs-hard-legion-cyberbet-cup
1317,/matches/2340610/kingzzz-vs-red-instinct-swisscom-hero-league-season-3
1318,/matches/2340627/fate-vs-tricked-esea-advanced-season-33-europe
1319,/matches/2340698/spirit-vs-syman-home-sweet-home-cup
1320,/matches/2340645/mousesports-vs-natus-vincere-esl-pro-league-season-11-europe
1321,/matches/2340690/navi-junior-vs-mustang-crew-cyberbet-cup
1322,/matches/2340644/og-vs-fnatic-esl-pro-league-season-11-europe
1323,/matches/2340637/illuminar-vs-endpoint-lootbet-season-6
1324,/matches/2340697/smash-vs-big-home-sweet-home-cup
1325,/matches/2340620/big-vs-syman-home-sweet-home-cup
1326,/matches/2340636/sprout-vs-pro100-lootbet-season-6
1327,/matches/2340619/spirit-vs-smash-home-sweet-home-cup
1328,/matches/2340689/invictus-vs-lynn-vision-huya-darkhorse-league-season-1
1329,/matches/2340688/serac-vs-big-chillin-esea-advanced-season-33-north-america
1330,/matches/2340643/faze-vs-mousesports-esl-pro-league-season-11-europe
1331,/matches/2340642/natus-vincere-vs-og-esl-pro-league-season-11-europe
1332,/matches/2340635/gambit-youngsters-vs-smash-lootbet-season-6
1333,/matches/2340609/endpoint-vs-alternate-attax-esea-advanced-season-33-europe
1334,/matches/2340614/hard-legion-vs-mustang-crew-cyberbet-cup
1335,/matches/2340641/astralis-vs-fnatic-esl-pro-league-season-11-europe
1336,/matches/2340634/nemiga-vs-skade-lootbet-season-6
1337,/matches/2340613/movistar-riders-vs-navi-junior-cyberbet-cup
1338,/matches/2340612/buffdaddys-paypal-vs-blood-sweat-and-tears-esea-advanced-season-33-north-america
1339,/matches/2340370/mibr-vs-geng-flashpoint-1
1340,/matches/2340640/mousesports-vs-og-esl-pro-league-season-11-europe
1341,/matches/2340369/mad-lions-vs-funplus-phoenix-flashpoint-1
1342,/matches/2340639/astralis-vs-natus-vincere-esl-pro-league-season-11-europe
1343,/matches/2340368/havu-vs-cloud9-flashpoint-1
1344,/matches/2340660/blink-vs-trtrr-csadria-clan-championship-season-4
1345,/matches/2340638/faze-vs-fnatic-esl-pro-league-season-11-europe
1346,/matches/2340632/ago-vs-secret-lootbet-season-6
1347,/matches/2340631/heretics-vs-nordavind-lootbet-season-6
1348,/matches/2340633/smash-vs-legendary-managers-showmatch-csgo
1349,/matches/2340653/avant-vs-order-esl-australia-nz-championship-season-10
1350,/matches/2340630/order-vs-ground-zero-esl-australia-nz-championship-season-10
1351,/matches/2340366/funplus-phoenix-vs-c0ntact-flashpoint-1
1352,/matches/2340629/avant-vs-airborne-esl-australia-nz-championship-season-10
1353,/matches/2340551/vitality-vs-og-esl-pro-league-season-11-europe
1354,/matches/2340367/dignitas-vs-geng-flashpoint-1
1355,/matches/2340365/cloud9-vs-envy-flashpoint-1
1356,/matches/2340550/fnatic-vs-nip-esl-pro-league-season-11-europe
1357,/matches/2340618/secret-vs-singularity-lootbet-season-6-closed-qualifier
1358,/matches/2340549/faze-vs-forze-esl-pro-league-season-11-europe
1359,/matches/2340617/singularity-vs-bluejays-lootbet-season-6-closed-qualifier
1360,/matches/2340628/airborne-vs-ground-zero-esl-australia-nz-championship-season-10
1361,/matches/2340555/rooster-vs-ground-zero-esl-australia-nz-championship-season-10
1362,/matches/2340545/airborne-vs-ground-zero-esl-australia-nz-championship-season-10
1363,/matches/2340422/liquid-vs-evil-geniuses-esl-pro-league-season-11-north-america
1364,/matches/2340423/100-thieves-vs-furia-esl-pro-league-season-11-north-america
1365,/matches/2340525/swole-patrol-vs-mibr-esl-pro-league-season-11-north-america
1366,/matches/2340411/mousesports-vs-g2-esl-pro-league-season-11-europe
1367,/matches/2340116/faze-vs-og-esl-pro-league-season-11-europe
1368,/matches/2340412/virtuspro-vs-tyloo-esl-pro-league-season-11-europe
1369,/matches/2340596/fate-vs-unique-esea-advanced-season-33-europe
1370,/matches/2340597/apeks-vs-tricked-esea-advanced-season-33-europe
1371,/matches/2340608/bluejays-vs-secret-lootbet-season-6-closed-qualifier
1372,/matches/2340607/singularity-vs-mustang-crew-lootbet-season-6-closed-qualifier
1373,/matches/2340606/faint-vs-blood-sweat-and-tears-esea-advanced-season-33-north-america
1374,/matches/2340362/mad-lions-vs-c0ntact-flashpoint-1
1375,/matches/2340524/evil-geniuses-vs-mibr-esl-pro-league-season-11-north-america
1376,/matches/2340599/alternate-attax-vs-salamander-esea-advanced-season-33-europe
1377,/matches/2340361/chaos-vs-funplus-phoenix-flashpoint-1
1378,/matches/2340421/furia-vs-swole-patrol-esl-pro-league-season-11-north-america
1379,/matches/2340604/espada-vs-skade-sector-mostbet-season-2
1380,/matches/2340410/virtuspro-vs-og-esl-pro-league-season-11-europe
1381,/matches/2340602/secret-vs-singularity-lootbet-season-6-closed-qualifier
1382,/matches/2340601/mustang-crew-vs-bluejays-lootbet-season-6-closed-qualifier
1383,/matches/2340570/vertex-vs-rooster-lpl-pro-league-season-4
1384,/matches/2340598/blood-sweat-and-tears-vs-ethereal-esea-advanced-season-33-north-america
1385,/matches/2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
1386,/matches/2340605/asterius-vs-red-feet-esea-open-season-33-brazil
1387,/matches/2340364/geng-vs-mibr-flashpoint-1
1388,/matches/2340420/evil-geniuses-vs-furia-esl-pro-league-season-11-north-america
1389,/matches/2340363/dignitas-vs-orgless-flashpoint-1
1390,/matches/2340603/tricked-vs-skade-sector-mostbet-season-2
1391,/matches/2340600/goliath-vs-big-5-esea-open-season-33-south-africa
1392,/matches/2340409/g2-vs-virtuspro-esl-pro-league-season-11-europe
1393,/matches/2340586/pompa-vs-skade-sector-mostbet-season-2
1394,/matches/2340408/mousesports-vs-tyloo-esl-pro-league-season-11-europe
1395,/matches/2340571/paradox-vs-i-sleep-lpl-pro-league-season-4
1396,/matches/2340523/100-thieves-vs-mibr-esl-pro-league-season-11-north-america
1397,/matches/2340593/skade-vs-salamander-esea-advanced-season-33-europe
1398,/matches/2340360/havu-vs-envy-flashpoint-1
1399,/matches/2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
1400,/matches/2340359/cloud9-vs-copenhagen-flames-flashpoint-1
1401,/matches/2340092/mousesports-vs-virtuspro-esl-pro-league-season-11-europe
1402,/matches/2340110/g2-vs-og-esl-pro-league-season-11-europe
1403,/matches/2340585/tricked-vs-espada-sector-mostbet-season-2
1404,/matches/2340591/ethereal-vs-trivium-esea-advanced-season-33-north-america
1405,/matches/2340595/blood-sweat-and-tears-vs-timbermen-esea-advanced-season-33-north-america
1406,/matches/2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
1407,/matches/2340418/evil-geniuses-vs-swole-patrol-esl-pro-league-season-11-north-america
1408,/matches/2340407/faze-vs-virtuspro-esl-pro-league-season-11-europe
1409,/matches/2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
1410,/matches/2340588/yeah-vs-aa-efire-master-league-north-america
1411,/matches/2340594/asterius-vs-ex-up-liga-dell-3-mar-20
1412,/matches/2340358/funplus-phoenix-vs-c0ntact-flashpoint-1
1413,/matches/2340589/rysix-vs-ex-up-liga-dell-3-mar-20
1414,/matches/2340417/liquid-vs-furia-esl-pro-league-season-11-north-america
1415,/matches/2340580/vexed-vs-salamander-esea-advanced-season-33-europe
1416,/matches/2340357/mad-lions-vs-chaos-flashpoint-1
1417,/matches/2340104/g2-vs-faze-esl-pro-league-season-11-europe
1418,/matches/2340579/prima-vs-skade-esea-advanced-season-33-europe
1419,/matches/2340559/akatsuki-vs-nosurrender-baltic-masters-season-4-finals
1420,/matches/2340584/hard-legion-vs-1win-megogo-open
1421,/matches/2340406/mousesports-vs-og-esl-pro-league-season-11-europe
1422,/matches/2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
1423,/matches/2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
1424,/matches/2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
